date,Mkt-RF,SMB,HML,RMW,CMA
2015-08-28,0.23,0.98,0.08,-0.25,0.06
2015-08-31,-0.74,0.90,1.42,0.09,0.51
2015-09-01,-2.91,0.24,-0.50,-0.03,0.07
2015-09-02,1.82,-0.30,-0.92,0.18,-0.70
2015-09-03,0.17,-0.20,0.74,0.33,0.75
2015-09-04,-1.39,0.83,-0.57,-0.07,-0.48
2015-09-08,2.52,-0.38,-0.58,-0.08,-0.29
2015-09-09,-1.34,0.16,0.15,0.21,0.04
2015-09-10,0.49,-0.18,-0.36,-0.21,-0.68
2015-09-11,0.44,-0.28,-0.69,-0.09,-0.33
2015-09-14,-0.41,0.02,0.04,-0.02,-0.06
2015-09-15,1.22,-0.16,0.27,0.01,0.08
2015-09-16,0.85,0.05,0.43,0.31,0.24
2015-09-17,-0.17,0.77,-1.49,-0.26,-0.50
2015-09-18,-1.62,0.31,-0.96,-0.42,-0.51
2015-09-21,0.36,-0.84,1.24,0.48,0.23
2015-09-22,-1.29,-0.29,0.13,0.30,0.08
2015-09-23,-0.27,-0.21,-0.15,-0.19,-0.28
2015-09-24,-0.36,0.27,0.52,-0.08,0.04
2015-09-25,-0.22,-1.45,1.87,0.53,0.68
2015-09-28,-2.63,-0.23,1.16,0.64,0.69
2015-09-29,-0.06,-0.61,0.70,0.71,0.59
2015-09-30,1.88,-0.50,-0.44,-0.42,-0.35
2015-10-01,0.13,-0.52,-0.06,-0.15,-0.20
2015-10-02,1.48,0.26,-0.84,-0.11,-0.05
2015-10-05,1.93,0.74,0.77,0.11,0.68
2015-10-06,-0.43,-0.08,1.64,0.34,0.59
2015-10-07,0.94,0.77,-0.24,-0.12,0.07
2015-10-08,0.85,0.34,0.74,0.52,0.75
2015-10-09,0.12,0.11,-1.08,0.14,-0.18
2015-10-12,0.06,-0.43,-0.08,0.11,-0.12
2015-10-13,-0.73,-0.67,0.66,0.33,0.19
2015-10-14,-0.60,-0.29,-0.07,-0.42,0.41
2015-10-15,1.56,0.62,-0.09,-1.07,-0.45
2015-10-16,0.35,-0.53,-0.32,0.04,0.01
2015-10-19,0.00,0.09,-0.68,0.15,-0.35
2015-10-20,-0.15,0.16,1.22,0.46,0.29
2015-10-21,-0.73,-0.89,-0.20,0.44,0.22
2015-10-22,1.50,-0.77,0.32,0.05,0.58
2015-10-23,1.09,-0.08,-0.56,0.21,-0.81
2015-10-26,-0.20,-0.45,-0.72,0.21,-0.15
2015-10-27,-0.42,-1.06,-0.93,-0.42,-0.50
2015-10-28,1.43,1.51,0.68,-0.70,-0.16
2015-10-29,-0.20,-0.84,-0.06,0.36,-0.30
2015-10-30,-0.42,0.18,-0.57,0.37,0.07
2015-11-02,1.25,0.90,-0.02,-0.53,-0.08
2015-11-03,0.33,0.43,0.24,0.04,-0.11
2015-11-04,-0.25,0.16,-0.32,-0.63,-0.71
2015-11-05,-0.07,0.03,0.49,0.02,0.14
2015-11-06,0.14,0.93,0.33,-0.53,-0.10
2015-11-09,-0.95,-0.31,-0.04,-0.63,-0.09
2015-11-10,0.13,0.00,0.22,-0.14,0.22
2015-11-11,-0.43,-0.55,-0.18,-0.08,0.07
2015-11-12,-1.45,-0.58,-0.41,0.15,-0.30
2015-11-13,-1.06,0.34,0.36,-0.56,0.44
2015-11-16,1.39,-0.54,0.48,0.19,-0.13
2015-11-17,-0.11,-0.23,-0.64,0.00,-0.17
2015-11-18,1.61,-0.03,-0.08,-0.12,-0.40
2015-11-19,-0.13,-0.28,-0.17,0.18,0.15
2015-11-20,0.35,0.39,-0.39,0.29,0.02
2015-11-23,-0.01,0.60,-0.35,0.09,-0.16
2015-11-24,0.21,0.74,0.25,0.18,0.08
2015-11-25,0.07,0.85,-0.54,-0.09,-0.10
2015-11-27,0.09,0.21,-0.29,-0.16,0.09
2015-11-30,-0.48,0.19,0.67,-0.24,0.09
2015-12-01,0.97,-0.64,0.25,-0.09,-0.15
2015-12-02,-1.01,0.19,-0.70,0.05,-0.15
2015-12-03,-1.50,-0.18,0.40,0.32,0.24
2015-12-04,1.87,-1.03,-0.48,0.13,-0.31
2015-12-07,-0.83,-0.88,-0.68,0.69,0.16
2015-12-08,-0.58,0.25,-1.19,-0.16,-0.78
2015-12-09,-0.83,-0.23,0.39,0.51,0.62
2015-12-10,0.30,0.11,-0.23,0.15,-0.21
2015-12-11,-2.02,-0.21,-0.06,0.19,0.35
2015-12-14,0.29,-1.11,-0.17,0.10,-0.39
2015-12-15,1.10,0.22,0.79,-0.77,0.14
2015-12-16,1.47,0.02,-0.68,-0.13,-0.17
2015-12-17,-1.46,0.32,-0.36,-0.23,-0.10
2015-12-18,-1.69,0.69,-0.37,-0.30,0.21
2015-12-21,0.74,-0.18,-0.07,-0.14,0.08
2015-12-22,0.89,0.01,0.51,0.21,0.52
2015-12-23,1.29,0.21,0.57,-0.01,0.11
2015-12-24,-0.11,0.27,-0.02,-0.22,0.12
2015-12-28,-0.28,-0.54,-0.36,0.08,-0.08
2015-12-29,1.05,0.03,-0.27,0.01,-0.35
2015-12-30,-0.74,-0.18,-0.15,0.05,0.16
2015-12-31,-0.92,-0.21,0.23,-0.12,0.08
2016-01-04,-1.59,-0.77,0.52,0.35,0.42
2016-01-05,0.13,-0.22,0.00,0.08,0.28
2016-01-06,-1.34,-0.23,0.01,0.13,0.02
2016-01-07,-2.44,-0.28,0.08,0.50,0.39
2016-01-08,-1.11,-0.52,-0.03,0.24,0.06
2016-01-11,-0.06,-0.62,0.40,0.64,0.44
2016-01-12,0.72,-0.49,-0.78,-0.10,-0.34
2016-01-13,-2.66,-0.59,0.80,0.41,0.73
2016-01-14,1.65,-0.04,-0.41,-0.59,-0.45
2016-01-15,-2.13,0.41,-0.22,0.36,0.35
2016-01-19,-0.19,-1.37,-0.07,0.35,0.26
2016-01-20,-0.94,1.70,-1.26,0.08,-0.57
2016-01-21,0.45,-0.48,-0.01,0.49,0.64
2016-01-22,2.08,0.12,-0.19,-0.48,-0.73
2016-01-25,-1.70,-0.53,-0.98,0.35,-0.04
2016-01-26,1.52,0.62,1.18,0.64,0.71
2016-01-27,-1.11,-0.40,1.70,-0.19,1.09
2016-01-28,0.49,-0.56,1.26,-0.29,-0.48
2016-01-29,2.57,0.61,0.42,0.00,0.49
2016-02-01,-0.04,-0.31,-1.00,0.08,-0.41
2016-02-02,-2.00,-0.15,-0.36,0.28,0.35
2016-02-03,0.46,-0.23,0.45,0.41,0.36
2016-02-04,0.27,0.30,0.35,0.23,0.14
2016-02-05,-2.06,-0.70,1.63,1.01,1.39
2016-02-08,-1.51,0.15,0.82,1.69,0.91
2016-02-09,-0.08,-0.55,-0.29,-0.03,0.02
2016-02-10,0.01,-0.21,-0.55,-0.29,-0.78
2016-02-11,-1.17,0.28,-1.47,0.38,-0.38
2016-02-12,1.98,-0.25,1.08,-0.40,0.35
2016-02-16,1.78,0.51,-0.52,-0.02,-0.28
2016-02-17,1.74,-0.14,-0.65,-0.39,-0.46
2016-02-18,-0.51,-0.02,0.22,0.39,0.53
2016-02-19,0.06,0.29,-0.58,-0.65,-0.39
2016-02-22,1.43,-0.19,0.26,0.25,-0.25
2016-02-23,-1.21,0.37,-0.50,0.76,0.46
2016-02-24,0.54,0.65,-0.29,-0.03,0.10
2016-02-25,1.10,-0.45,0.22,-0.06,-0.25
2016-02-26,-0.02,0.86,0.29,-0.56,0.03
2016-02-29,-0.69,0.70,0.25,0.15,0.43
2016-03-01,2.34,-0.66,0.39,-0.59,-0.59
2016-03-02,0.54,0.60,0.68,-0.71,-0.13
2016-03-03,0.50,0.58,0.65,0.28,0.37
2016-03-04,0.37,0.34,0.28,0.10,0.06
2016-03-07,0.21,1.31,0.55,-0.48,0.44
2016-03-08,-1.27,-1.28,-0.47,0.66,0.14
2016-03-09,0.50,0.10,0.40,0.24,0.15
2016-03-10,-0.10,-0.77,0.62,0.31,0.20
2016-03-11,1.69,0.31,0.23,-0.42,-0.35
2016-03-14,-0.12,-0.16,-0.90,-0.02,-0.25
2016-03-15,-0.35,-1.47,0.69,0.43,0.10
2016-03-16,0.63,0.11,-0.09,0.59,-0.05
2016-03-17,0.71,0.96,0.59,0.12,0.69
2016-03-18,0.54,0.45,-0.14,-0.23,0.19
2016-03-21,0.10,-0.29,-0.32,-0.09,-0.33
2016-03-22,-0.05,-0.09,-0.45,-0.31,-0.26
2016-03-23,-0.85,-1.20,-0.16,0.68,0.01
2016-03-24,0.00,0.44,-0.06,0.05,0.00
2016-03-28,0.04,-0.03,0.16,-0.04,0.24
2016-03-29,1.07,1.67,-1.19,0.20,-0.58
2016-03-30,0.41,-0.27,0.16,-0.07,0.05
2016-03-31,-0.11,0.42,-0.49,-0.11,-0.12
2016-04-01,0.64,-0.34,-0.63,-0.38,-0.16
2016-04-04,-0.41,-0.29,-0.78,-0.25,-0.20
2016-04-05,-0.94,-0.18,-0.38,0.09,0.17
2016-04-06,1.14,0.09,-0.76,-0.54,-0.65
2016-04-07,-1.23,-0.10,-0.38,-0.01,0.19
2016-04-08,0.29,0.13,0.68,0.37,0.31
2016-04-11,-0.28,-0.01,0.95,0.00,0.31
2016-04-12,0.99,0.01,0.87,0.03,-0.12
2016-04-13,1.23,0.98,0.38,-0.48,-0.36
2016-04-14,0.03,-0.24,0.14,-0.35,-0.12
2016-04-15,-0.04,0.30,-0.34,0.23,0.15
2016-04-18,0.65,0.15,-0.19,-0.16,-0.07
2016-04-19,0.28,-0.19,1.48,-0.20,0.36
2016-04-20,0.15,-0.01,0.58,-0.29,-0.12
2016-04-21,-0.48,-0.02,-0.60,-0.60,-0.34
2016-04-22,0.12,1.03,0.51,-0.08,0.93
2016-04-25,-0.24,-0.66,-0.18,0.10,-0.17
2016-04-26,0.29,0.82,0.81,0.30,0.60
2016-04-27,0.21,0.19,0.70,-0.18,0.75
2016-04-28,-0.96,-0.19,-0.02,-0.48,0.56
2016-04-29,-0.50,-0.21,0.36,0.06,-0.25
2016-05-02,0.78,0.00,-0.38,0.03,-0.12
2016-05-03,-1.05,-0.73,-0.45,0.53,0.04
2016-05-04,-0.66,-0.16,0.05,0.51,0.26
2016-05-05,-0.08,-0.52,0.06,0.13,-0.01
2016-05-06,0.38,0.06,0.24,0.18,0.25
2016-05-09,0.05,0.21,-1.46,0.13,-0.49
2016-05-10,1.26,-0.37,0.50,-0.15,0.05
2016-05-11,-0.89,-0.32,0.79,-0.39,0.03
2016-05-12,-0.11,-0.62,0.14,0.36,0.07
2016-05-13,-0.82,0.29,-0.67,-0.55,-0.18
2016-05-16,0.99,0.21,-0.23,-0.10,-0.30
2016-05-17,-0.95,-0.71,0.61,-0.14,-0.11
2016-05-18,0.10,0.18,0.89,-1.33,-0.63
2016-05-19,-0.32,-0.34,-0.26,0.36,-0.02
2016-05-20,0.75,0.85,-0.26,-0.40,-0.36
2016-05-23,-0.19,0.24,-0.32,-0.23,0.10
2016-05-24,1.43,0.63,-0.35,-0.10,-0.38
2016-05-25,0.71,-0.12,0.56,0.22,-0.08
2016-05-26,-0.04,-0.16,-0.53,0.15,-0.23
2016-05-27,0.48,0.36,-0.17,-0.12,-0.10
2016-05-31,-0.01,0.46,-0.37,-0.20,-0.32
2016-06-01,0.20,0.63,-0.21,-0.28,0.06
2016-06-02,0.35,0.26,-0.58,-0.20,-0.04
2016-06-03,-0.38,-0.21,-0.07,0.52,0.14
2016-06-06,0.60,0.72,0.31,-0.18,-0.08
2016-06-07,0.12,0.21,0.10,0.36,0.23
2016-06-08,0.37,0.43,-0.09,0.03,-0.08
2016-06-09,-0.27,-0.44,-0.24,0.33,0.12
2016-06-10,-1.05,-0.39,-0.18,0.18,0.61
2016-06-13,-0.84,-0.36,0.12,-0.22,-0.01
2016-06-14,-0.19,0.14,-0.72,0.33,0.03
2016-06-15,-0.11,0.23,-0.03,-0.09,0.02
2016-06-16,0.24,-0.32,-0.44,0.25,0.31
2016-06-17,-0.30,0.07,0.95,0.42,0.62
2016-06-20,0.71,0.60,0.01,-0.18,0.10
2016-06-21,0.21,-0.61,0.51,-0.19,-0.01
2016-06-22,-0.20,-0.31,0.07,0.10,-0.01
2016-06-23,1.45,0.56,0.47,-0.56,-0.18
2016-06-24,-3.69,0.02,-1.21,0.98,0.07
2016-06-27,-2.06,-1.06,-0.72,0.62,0.43
2016-06-28,1.76,-0.37,0.16,-0.63,-0.57
2016-06-29,1.79,0.31,-0.04,-0.13,-0.26
2016-06-30,1.42,0.39,0.42,-0.11,0.38
2016-07-01,0.24,0.46,-0.43,-0.07,0.23
2016-07-05,-0.84,-0.83,-1.38,0.61,-0.71
2016-07-06,0.62,0.18,-0.12,-0.05,-0.15
2016-07-07,0.02,0.32,-0.18,0.14,-0.27
2016-07-08,1.59,0.97,0.33,0.02,0.29
2016-07-11,0.42,0.68,0.28,0.32,-0.11
2016-07-12,0.75,0.74,0.98,-0.58,0.65
2016-07-13,-0.04,-0.46,0.48,0.51,-0.01
2016-07-14,0.51,-0.41,0.46,-0.01,0.02
2016-07-15,-0.05,0.29,0.01,-0.29,-0.01
2016-07-18,0.24,0.01,-0.14,0.04,-0.22
2016-07-19,-0.22,-0.64,0.04,0.45,-0.24
2016-07-20,0.48,0.39,-0.89,-0.05,-0.35
2016-07-21,-0.38,-0.06,-0.03,0.15,0.04
2016-07-22,0.48,0.28,-0.13,0.40,-0.26
2016-07-25,-0.27,-0.05,-0.23,0.44,-0.41
2016-07-26,0.13,0.61,0.54,-0.53,0.75
2016-07-27,-0.14,0.50,-0.43,-0.14,-0.56
2016-07-28,0.19,-0.52,-0.33,-0.11,-0.13
2016-07-29,0.17,-0.05,0.03,-0.02,0.35
2016-08-01,-0.16,0.07,-0.90,0.47,-0.75
2016-08-02,-0.70,-0.61,0.17,-0.42,0.13
2016-08-03,0.45,0.60,0.80,-0.70,0.15
2016-08-04,0.05,0.07,-0.38,0.17,0.07
2016-08-05,0.92,0.55,1.00,-0.57,-0.33
2016-08-08,-0.06,0.11,0.50,0.06,0.44
2016-08-09,0.05,-0.07,-0.28,-0.20,-0.23
2016-08-10,-0.29,-0.47,-0.18,0.62,0.03
2016-08-11,0.54,0.15,0.03,-0.32,0.21
2016-08-12,-0.06,0.13,-0.17,-0.14,-0.26
2016-08-15,0.38,0.81,0.39,-0.27,0.39
2016-08-16,-0.57,-0.21,0.58,-0.12,0.32
2016-08-17,0.12,-0.51,0.24,0.01,0.07
2016-08-18,0.32,0.49,0.34,-0.46,0.36
2016-08-19,-0.11,0.07,-0.13,0.22,-0.12
2016-08-22,-0.02,0.23,-0.40,0.01,-0.39
2016-08-23,0.26,0.55,-0.01,-0.02,0.06
2016-08-24,-0.55,-0.45,0.37,0.42,-0.08
2016-08-25,-0.08,0.21,0.48,-0.26,0.29
2016-08-26,-0.15,0.11,-0.08,-0.39,-0.21
2016-08-29,0.53,0.00,0.34,-0.08,0.19
2016-08-30,-0.14,0.22,0.28,-0.12,-0.33
2016-08-31,-0.24,-0.35,0.15,0.25,-0.37
2016-09-01,0.03,0.05,-0.51,0.10,-0.14
2016-09-02,0.53,0.43,0.36,-0.15,0.21
2016-09-06,0.27,0.03,-0.55,-0.60,-0.04
2016-09-07,0.09,0.61,0.02,-0.05,-0.23
2016-09-08,-0.18,0.04,0.59,-0.84,0.39
2016-09-09,-2.46,-0.57,0.43,0.00,-0.44
2016-09-12,1.44,-0.04,-0.44,-0.15,-0.19
2016-09-13,-1.48,-0.31,-0.43,0.55,-0.71
2016-09-14,-0.08,0.05,-0.81,0.09,-0.48
2016-09-15,1.07,0.30,-0.32,0.07,-0.18
2016-09-16,-0.36,0.29,-0.44,0.21,-0.19
2016-09-19,0.05,0.51,0.15,-0.09,0.35
2016-09-20,-0.01,-0.35,-0.40,-0.55,-0.11
2016-09-21,1.12,0.21,0.33,-0.37,0.53
2016-09-22,0.70,0.81,-0.06,0.08,0.13
2016-09-23,-0.59,-0.05,-0.20,0.52,-0.52
2016-09-26,-0.88,-0.30,-0.36,-0.15,0.19
2016-09-27,0.64,-0.13,-0.49,-0.04,-0.39
2016-09-28,0.56,0.23,1.10,-0.90,1.14
2016-09-29,-0.98,-0.39,0.50,0.27,0.68
2016-09-30,0.88,0.43,0.34,-0.19,0.09
2016-10-03,-0.26,-0.03,-0.14,0.05,0.16
2016-10-04,-0.45,0.06,0.14,0.11,-0.32
2016-10-05,0.58,0.42,0.80,-0.49,0.44
2016-10-06,-0.06,-0.22,0.28,0.45,0.24
2016-10-07,-0.38,-0.54,0.20,-0.28,-0.36
2016-10-10,0.52,0.57,0.05,-0.53,-0.20
2016-10-11,-1.30,-0.56,0.43,0.40,0.08
2016-10-12,0.06,-0.22,0.34,0.67,0.13
2016-10-13,-0.41,-0.75,-0.62,0.33,-0.17
2016-10-14,0.01,-0.36,0.58,0.07,0.10
2016-10-17,-0.29,-0.02,0.15,0.10,0.13
2016-10-18,0.60,-0.17,0.05,-0.30,-0.31
2016-10-19,0.24,0.14,0.93,-0.11,0.50
2016-10-20,-0.16,-0.04,-0.11,-0.48,-0.05
2016-10-21,0.02,-0.18,-0.33,0.17,-0.19
2016-10-24,0.54,0.06,-0.19,0.60,-0.49
2016-10-25,-0.46,-0.60,0.24,0.00,-0.02
2016-10-26,-0.23,-0.73,0.71,0.10,0.54
2016-10-27,-0.32,-0.94,0.56,-0.13,-0.01
2016-10-28,-0.29,-0.12,0.09,-0.13,0.36
2016-10-31,0.02,0.11,0.09,0.48,-0.33
2016-11-01,-0.68,-0.39,0.23,-0.49,-0.06
2016-11-02,-0.73,-0.55,0.26,0.96,0.11
2016-11-03,-0.40,-0.36,1.05,0.12,0.81
2016-11-04,-0.12,0.84,-0.42,-0.10,-0.10
2016-11-07,2.24,0.16,-0.11,-0.29,-0.20
2016-11-08,0.40,-0.11,-0.23,-0.05,0.29
2016-11-09,1.45,2.13,1.07,-0.79,0.74
2016-11-10,0.32,1.46,1.85,-0.25,0.36
2016-11-11,0.18,2.53,-0.02,0.03,-0.29
2016-11-14,0.20,0.92,1.41,-0.22,0.38
2016-11-15,0.80,-0.54,0.15,-0.50,0.18
2016-11-16,-0.12,0.21,-0.54,0.75,-0.16
2016-11-17,0.56,0.16,-0.15,0.17,-0.43
2016-11-18,-0.16,0.57,0.38,-0.20,0.10
2016-11-21,0.77,-0.26,0.05,-0.06,0.30
2016-11-22,0.31,0.64,0.53,0.83,0.32
2016-11-23,0.15,0.56,0.19,-0.25,0.15
2016-11-25,0.40,-0.05,-0.29,0.27,-0.17
2016-11-28,-0.64,-0.78,0.08,0.66,-0.34
2016-11-29,0.12,-0.39,-0.05,0.42,-0.52
2016-11-30,-0.25,-0.16,2.20,-1.42,1.97
2016-12-01,-0.36,-0.38,2.03,0.30,0.62
2016-12-02,0.00,-0.01,-0.32,-0.11,0.06
2016-12-05,0.75,1.12,0.27,-0.30,-0.17
2016-12-06,0.47,0.63,0.21,-0.15,-0.07
2016-12-07,1.26,-0.49,0.48,0.84,0.00
2016-12-08,0.36,1.24,0.60,-0.20,-0.11
2016-12-09,0.46,-0.35,0.20,-0.06,-0.07
2016-12-12,-0.30,-0.97,-0.14,0.12,0.03
2016-12-13,0.60,-0.58,-0.25,0.05,-0.18
2016-12-14,-0.82,-0.39,-0.28,0.44,-0.50
2016-12-15,0.46,0.46,0.29,0.04,0.03
2016-12-16,-0.22,-0.02,-0.41,-0.15,-0.03
2016-12-19,0.22,0.32,0.06,0.23,0.03
2016-12-20,0.44,0.50,0.64,0.11,0.07
2016-12-21,-0.24,-0.35,0.20,0.14,0.07
2016-12-22,-0.30,-0.77,0.25,-0.21,0.06
2016-12-23,0.19,0.53,-0.50,-0.35,-0.14
2016-12-27,0.27,0.24,0.13,0.18,0.06
2016-12-28,-0.87,-0.29,0.08,0.17,-0.16
2016-12-29,-0.04,0.10,-0.33,0.27,0.03
2016-12-30,-0.52,-0.06,0.21,-0.12,0.04
2017-01-03,0.83,-0.09,0.06,-0.20,0.25
2017-01-04,0.79,0.97,-0.15,-0.47,-0.05
2017-01-05,-0.21,-1.02,-0.78,-0.23,-0.09
2017-01-06,0.29,-0.74,-0.31,-0.35,-0.30
2017-01-09,-0.37,-0.34,-1.03,0.14,-0.50
2017-01-10,0.16,0.93,0.43,0.04,0.05
2017-01-11,0.31,-0.15,0.68,0.06,0.26
2017-01-12,-0.30,-0.65,-0.86,0.05,-0.29
2017-01-13,0.29,0.59,-0.09,-0.27,-0.16
2017-01-17,-0.49,-0.96,-0.64,0.58,0.39
2017-01-18,0.24,0.20,0.23,-0.10,-0.08
2017-01-19,-0.38,-0.55,-0.06,-0.10,-0.03
2017-01-20,0.33,0.08,0.22,0.13,0.03
2017-01-23,-0.29,-0.06,-0.33,0.42,-0.36
2017-01-24,0.82,0.80,0.81,-0.24,0.49
2017-01-25,0.84,0.21,0.43,-0.24,-0.15
2017-01-26,-0.10,-0.58,0.40,-0.08,-0.15
2017-01-27,-0.12,-0.07,-0.68,0.11,0.06
2017-01-30,-0.68,-0.74,-0.46,0.60,-0.15
2017-01-31,0.00,0.81,-0.55,-0.39,-0.26
2017-02-01,0.03,-0.08,0.04,0.22,-0.23
2017-02-02,-0.02,-0.29,-0.29,-0.28,0.15
2017-02-03,0.82,0.61,0.74,-0.49,0.27
2017-02-06,-0.27,-0.65,-0.16,0.07,-0.22
2017-02-07,0.00,-0.38,-0.51,0.38,-0.23
2017-02-08,0.07,-0.28,-0.59,0.30,-0.09
2017-02-09,0.71,0.70,0.08,-0.26,0.07
2017-02-10,0.37,0.39,0.17,-0.03,0.14
2017-02-13,0.49,-0.27,0.34,-0.01,0.04
2017-02-14,0.45,-0.17,0.35,-0.44,-0.09
2017-02-15,0.53,0.14,-0.42,0.20,-0.05
2017-02-16,-0.16,-0.22,0.00,0.27,-0.21
2017-02-17,0.20,-0.07,-0.54,0.01,-0.40
2017-02-21,0.60,0.06,0.13,0.32,0.36
2017-02-22,-0.15,-0.38,0.10,0.48,-0.32
2017-02-23,-0.12,-0.71,0.24,-0.26,-0.45
2017-02-24,0.15,-0.11,-0.96,0.31,-0.21
2017-02-27,0.21,0.85,-0.34,-0.36,-0.13
2017-02-28,-0.42,-1.35,0.14,-0.02,-0.19
2017-03-01,1.47,0.51,0.77,-0.53,0.53
2017-03-02,-0.69,-0.54,-0.90,0.62,-0.43
2017-03-03,0.08,-0.17,0.14,-0.06,-0.09
2017-03-06,-0.37,-0.40,-0.08,-0.05,0.00
2017-03-07,-0.35,-0.35,-0.07,0.09,-0.25
2017-03-08,-0.19,-0.19,-0.83,0.44,-0.75
2017-03-09,0.05,-0.52,-0.23,-0.58,-0.16
2017-03-10,0.34,0.06,-0.47,0.27,0.03
2017-03-13,0.13,0.31,-0.08,-0.11,0.05
2017-03-14,-0.36,-0.22,-0.01,0.50,-0.25
2017-03-15,0.86,0.69,-0.46,-0.11,0.50
2017-03-16,-0.07,0.44,0.23,-0.16,-0.37
2017-03-17,-0.08,0.57,-0.34,0.15,0.03
2017-03-20,-0.25,-0.20,-0.71,-0.15,-0.07
2017-03-21,-1.49,-1.40,-0.71,0.84,0.29
2017-03-22,0.16,-0.33,-0.57,0.16,-0.15
2017-03-23,-0.03,0.74,0.49,-0.03,0.21
2017-03-24,-0.05,0.11,-0.20,-0.26,-0.31
2017-03-27,-0.05,0.46,-0.49,-0.21,-0.26
2017-03-28,0.73,-0.04,0.72,0.05,0.41
2017-03-29,0.18,0.33,-0.09,-0.25,0.15
2017-03-30,0.36,0.42,0.92,-0.06,-0.14
2017-03-31,-0.16,0.54,-0.32,0.04,0.10
2017-04-03,-0.28,-1.15,-0.08,-0.16,-0.09
2017-04-04,0.05,-0.24,0.31,-0.08,0.19
2017-04-05,-0.44,-0.82,-0.30,0.45,-0.08
2017-04-06,0.31,0.73,0.48,-0.13,0.37
2017-04-07,-0.08,0.08,-0.26,0.01,-0.05
2017-04-10,0.08,0.14,0.07,0.19,0.46
2017-04-11,-0.05,0.80,0.23,0.20,0.18
2017-04-12,-0.49,-0.94,-0.54,-0.04,-0.55
2017-04-13,-0.75,-0.35,-0.81,-0.03,-0.38
2017-04-17,0.89,0.29,0.24,0.03,-0.14
2017-04-18,-0.25,0.31,-0.19,0.31,0.12
2017-04-19,-0.08,0.56,-0.44,0.43,-0.84
2017-04-20,0.83,0.59,0.26,0.20,-0.19
2017-04-21,-0.28,0.06,-0.15,0.35,-0.20
2017-04-24,1.18,0.26,0.50,-0.08,0.14
2017-04-25,0.66,0.40,-0.07,-0.37,0.31
2017-04-26,0.04,0.75,0.32,0.23,-0.01
2017-04-27,0.05,-0.20,-0.97,0.20,-0.56
2017-04-28,-0.30,-0.76,-0.60,0.09,-0.21
2017-05-01,0.21,0.23,-0.11,-0.20,-0.52
2017-05-02,0.03,-0.45,-0.23,0.42,-0.29
2017-05-03,-0.19,-0.51,0.23,-0.05,0.10
2017-05-04,0.02,-0.14,-0.33,0.32,-0.73
2017-05-05,0.46,0.09,0.00,-0.23,0.64
2017-05-08,-0.04,-0.20,0.25,0.13,0.07
2017-05-09,-0.05,0.40,-0.80,0.34,-0.34
2017-05-10,0.20,0.25,0.03,-0.31,0.38
2017-05-11,-0.25,-0.43,-0.16,-0.25,-0.03
2017-05-12,-0.18,-0.38,-0.61,-0.27,-0.32
2017-05-15,0.53,0.25,0.20,-0.30,0.03
2017-05-16,-0.03,0.10,-0.09,-0.24,-0.12
2017-05-17,-1.97,-0.95,-0.60,0.53,0.28
2017-05-18,0.40,0.00,-0.38,-0.35,-0.59
2017-05-19,0.70,-0.33,0.40,-0.09,0.80
2017-05-22,0.56,0.25,-0.30,-0.05,-0.30
2017-05-23,0.18,-0.02,0.64,-0.23,0.06
2017-05-24,0.24,-0.20,-0.46,0.15,-0.29
2017-05-25,0.42,-0.35,-0.74,0.55,-0.62
2017-05-26,0.06,-0.02,0.10,0.18,0.21
2017-05-30,-0.19,-0.54,-0.35,0.63,-0.01
2017-05-31,-0.02,-0.04,-0.53,0.27,-0.07
2017-06-01,0.94,1.01,0.04,-0.22,0.08
2017-06-02,0.35,0.43,-0.76,0.17,-0.46
2017-06-05,-0.17,-0.45,-0.04,-0.17,0.05
2017-06-06,-0.28,0.10,-0.03,-0.47,0.35
2017-06-07,0.15,-0.12,-0.04,0.53,-0.66
2017-06-08,0.18,1.19,0.93,-0.69,-0.05
2017-06-09,-0.12,0.31,2.44,-0.16,1.09
2017-06-12,-0.12,-0.16,0.34,0.08,0.58
2017-06-13,0.55,0.05,-0.14,-0.30,-0.07
2017-06-14,-0.17,-0.55,-0.52,0.11,-0.53
2017-06-15,-0.30,-0.30,-0.11,0.08,-0.09
2017-06-16,-0.04,-0.23,-0.19,-0.43,0.13
2017-06-19,0.86,0.09,-0.73,-0.13,-0.09
2017-06-20,-0.73,-0.44,-0.48,-0.22,-0.25
2017-06-21,-0.07,-0.23,-1.67,-0.23,-1.14
2017-06-22,0.02,0.46,-0.41,-0.16,-0.04
2017-06-23,0.24,0.74,-0.48,-0.37,0.07
2017-06-26,0.04,0.08,0.70,0.22,0.19
2017-06-27,-0.85,-0.21,1.34,0.33,0.35
2017-06-28,1.01,0.80,0.21,-0.19,-0.08
2017-06-29,-0.83,0.06,1.37,-0.24,0.35
2017-06-30,0.14,-0.10,-0.30,0.21,0.29
2017-07-03,0.23,0.45,1.21,-0.57,0.66
2017-07-05,0.12,-0.68,-0.58,0.16,-0.70
2017-07-06,-0.95,-0.44,0.12,0.23,-0.01
2017-07-07,0.69,0.40,-0.41,0.20,-0.52
2017-07-10,0.05,-0.45,-0.07,-0.11,-0.09
2017-07-11,0.00,0.29,-0.55,-0.34,0.16
2017-07-12,0.72,0.06,-0.52,0.11,-0.20
2017-07-13,0.17,-0.02,0.39,-0.05,0.22
2017-07-14,0.42,-0.22,-0.52,0.18,0.01
